adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001193125-23-115258	844779	BLACKROCK FUNDS	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	510318674	COMPASS CAPITAL FUNDS	19961114	0930	20230428	20230428	485BPOS	20230425	2023-04-25 15:51:00.0	d453139d485bpos_htm.xml	1	
0001193125-23-115279	1738078	BLACKROCK FUNDS V	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	000000000			0930	20230428	20230428	485BPOS	20230425	2023-04-25 16:02:00.0	d452014d485bpos_htm.xml	1	
0001193125-23-115315	844779	BLACKROCK FUNDS	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	510318674	COMPASS CAPITAL FUNDS	19961114	0930	20230428	20230428	485BPOS	20230425	2023-04-25 16:13:00.0	d446577d485bpos_htm.xml	1	
0001193125-23-115386	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230425	2023-04-25 16:26:00.0	d450643d485bpos_htm.xml	1	
0001193125-23-115429	1738080	BLACKROCK FUNDS VI	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	DE	000000000			1231	20230428	20230428	485BPOS	20230425	2023-04-25 16:40:00.0	d392331d485bpos_htm.xml	1	
0001193125-23-115545	795259	MUTUAL OF AMERICA INVESTMENT CORP	US	NY	NEW YORK	10022	320 PARK AVENUE		(212)224-1600	US	NY	NEW YORK	10022	320 PARK AVENUE		US	MD	000000000			1231	20230501	20230501	485BPOS	20230425	2023-04-25 17:25:00.0	d383176d485bpos_htm.xml	1	
0001193125-23-115550	1776030	MUTUAL OF AMERICA VARIABLE INSURANCE PORTFOLIOS, INC.	US	NY	NEW YORK	10022	320 PARK AVENUE		212-224-1840	US	NY	NEW YORK	10022	320 PARK AVENUE		US	MD	834496521			1231	20230501	20230501	485BPOS	20230425	2023-04-25 17:26:00.0	d408579d485bpos_htm.xml	1	
0001193125-23-117228	1413032	COLUMBIA FUNDS VARIABLE SERIES TRUST II	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	000000000	RIVERSOURCE VARIABLE SERIES TRUST	20070920	1231	20230501	20230501	485BPOS	20230426	2023-04-26 10:04:00.0	d475505d485bpos_htm.xml	1	
0001193125-23-117232	1359882	GENWORTH LIFE & ANNUITY VA SEPARATE ACCOUNT 2	US	VA	RICHMOND	23230	6610 WEST BROAD STREET		804-281-6000	US	VA	RICHMOND	23230	6610 WEST BROAD STREET		US	VA	540283385			1231			485BPOS	20230426	2023-04-26 10:04:00.0	d85734d485bpos_htm.xml	1	
0001193125-23-117314	1413032	COLUMBIA FUNDS VARIABLE SERIES TRUST II	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	000000000	RIVERSOURCE VARIABLE SERIES TRUST	20070920	1231	20230501	20230501	485BPOS	20230426	2023-04-26 10:29:00.0	d451482d485bpos_htm.xml	1	
0001193125-23-117412	815425	COLUMBIA FUNDS VARIABLE INSURANCE TRUST	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	043031721	STEINROE VARIABLE INVESTMENT TRUST	19920703	1231	20230501	20230501	485BPOS	20230426	2023-04-26 10:52:00.0	d460135d485bpos_htm.xml	1	
0001193125-23-117455	1413032	COLUMBIA FUNDS VARIABLE SERIES TRUST II	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	000000000	RIVERSOURCE VARIABLE SERIES TRUST	20070920	1231	20230501	20230501	485BPOS	20230426	2023-04-26 11:05:00.0	d465108d485bpos_htm.xml	1	
0001193125-23-117796	1738078	BLACKROCK FUNDS V	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	000000000			0930	20230428	20230428	485BPOS	20230426	2023-04-26 12:42:00.0	d295966d485bpos_htm.xml	1	
0001193125-23-117858	1000191	RIVERSOURCE VARIABLE ACCOUNT 10	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	US	MN	000000000	IDS LIFE VARIABLE ACCOUNT 10	19950906	1231			485BPOS	20230426	2023-04-26 13:09:00.0	d415470d485bpos_htm.xml	1	
0001193125-23-117862	78713	PIONEER FUND /MA/	US	MA	BOSTON	02109	60 STATE ST., 5TH FLOOR		617-742-7825	US	MA	BOSTON	02109-1820	60 STATE ST	5TH FLOOR	US	DE	046013015	PIONEER FUND INC	19920703	1231	20230501	20230501	485BPOS	20230426	2023-04-26 13:10:00.0	d483930d485bpos_htm.xml	1	
0001193125-23-117873	812195	PIONEER MONEY MARKET TRUST	US	MA	BOSTON	02109-1820	60 STATE ST 5TH FLOOR		617-742-7825	US	MA	BOSTON	02109-1820	60 STATE ST 5TH FLOOR		US	DE	046569772			1231	20230501	20230501	485BPOS	20230426	2023-04-26 13:13:00.0	d486483d485bpos_htm.xml	1	
0001193125-23-117881	1000191	RIVERSOURCE VARIABLE ACCOUNT 10	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	US	MN	000000000	IDS LIFE VARIABLE ACCOUNT 10	19950906	1231			485BPOS	20230426	2023-04-26 13:15:00.0	d415476d485bpos_htm.xml	1	
0001193125-23-117891	78758	PIONEER SERIES TRUST XI	US	MA	BOSTON	02109	60 STATE ST	5TH FLOOR	617-742-7825	US	MA	BOSTON	02109-1820	60 STATE STREET, 5TH FLOOR		US	DE	042458787	PIONEER VALUE FUND	20010402	0930	20230501	20230501	485BPOS	20230426	2023-04-26 13:17:00.0	d484139d485bpos_htm.xml	1	
0001193125-23-117902	930709	PIONEER VARIABLE CONTRACTS TRUST /MA/	US	MA	BOSTON	02109	60 STATE ST	5TH FLOOR	617-742-7825	US	MA	BOSTON	021091820	60 STATE ST	5TH FLOOR			000000000	VARIABLE INSURANCE CONTRACTS TRUST	19940929	1231	20230501	20230501	485BPOS	20230426	2023-04-26 13:19:00.0	d486746d485bpos_htm.xml	1	
0001193125-23-118056	768836	RIVERSOURCE VARIABLE LIFE SEPARATE ACCOUNT	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	US	MN	000000000	IDS LIFE VARIABLE LIFE SEPARATE ACCOUNT	19920703	1231			485BPOS	20230426	2023-04-26 14:05:00.0	d539659d485bpos_htm.xml	1	
0001193125-23-118120	1738078	BLACKROCK FUNDS V	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	000000000			0930	20230428	20230428	485BPOS	20230426	2023-04-26 14:19:00.0	d437774d485bpos_htm.xml	1	
0001193125-23-118125	790162	NML VARIABLE ANNUITY ACCOUNT A	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVE		4142992508	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 14:21:00.0	d463437d485bpos_htm.xml	1	
0001193125-23-118195	1039305	THRIVENT VARIABLE LIFE ACCOUNT I	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		6123407215	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		US	WI	396666871	THRIVENT VARIABLE LIFE ACCOUNT 1	20020823	1231			485BPOS	20230426	2023-04-26 14:36:00.0	d427984d485bpos_htm.xml	1	
0001193125-23-118198	1738078	BLACKROCK FUNDS V	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	000000000			0930	20230428	20230428	485BPOS	20230426	2023-04-26 14:38:00.0	d460356d485bpos_htm.xml	1	
0001193125-23-118242	1173488	THRIVENT VARIABLE ANNUITY ACCOUNT I	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		6123407215	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		US	WI	000000000			1231			485BPOS	20230426	2023-04-26 14:51:00.0	d422991d485bpos_htm.xml	1	
0001193125-23-118245	1173488	THRIVENT VARIABLE ANNUITY ACCOUNT I	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		6123407215	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		US	WI	000000000			1231			485BPOS	20230426	2023-04-26 14:54:00.0	d418275d485bpos_htm.xml	1	
0001193125-23-118251	1173488	THRIVENT VARIABLE ANNUITY ACCOUNT I	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		6123407215	US	MN	MINNEAPOLIS	55415-4402	600 PORTLAND AVENUE SOUTH		US	WI	000000000			1231			485BPOS	20230426	2023-04-26 14:55:00.0	d438790d485bpos_htm.xml	1	
0001193125-23-118271	790162	NML VARIABLE ANNUITY ACCOUNT A	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVE		4142992508	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:00:00.0	d421457d485bpos_htm.xml	1	
0001193125-23-118276	72176	NML VARIABLE ANNUITY ACCOUNT B	US	WI	MILWAUKEE	53202	720 E WISCONSIN AVE		4142992508	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:04:00.0	d461790d485bpos_htm.xml	1	
0001193125-23-118289	790163	NML VARIABLE ANNUITY ACCT C OF NORTHWESTERN MUT LIFE INS CO	US	WI	MILWAUKEE	53202	720 E WISCONSIN AVE		4142992508	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:08:00.0	d447486d485bpos_htm.xml	1	
0001193125-23-118305	1359314	NORTHWESTERN MUTUAL VARIABLE LIFE ACCOUNT II	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		414-271-1444	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:12:00.0	d464662d485bpos_htm.xml	1	
0001193125-23-118307	1807486	ALGER ETF TRUST	US	NY	NEW YORK	10004	100 PEARL STREET	27TH FLOOR	212-806-8833	US	NY	NEW YORK	10004	100 PEARL STREET	27TH FLOOR	US	MA	000000000			1231	20230501	20230430	485BPOS	20230426	2023-04-26 15:12:00.0	d499153d485bpos_htm.xml	1	
0001193125-23-118365	702340	PENN SERIES FUNDS INC	US	PA	HORSHAM	19044	600 DRESHER RD	C3D	(215) 956-8835	US	PA	HORSHAM	19044	600 DRESHER ROAD	C3D	US	MD	232209178			1231	20230501	20230501	485BPOS	20230426	2023-04-26 15:32:00.0	d427103d485bpos_htm.xml	1	
0001193125-23-118375	893818	BLACKROCK FUNDS III	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		8006439691	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	BARCLAYS GLOBAL INVESTORS FUNDS	20060201	1231	20230428	20230428	485BPOS	20230426	2023-04-26 15:35:00.0	d460804d485bpos_htm.xml	1	
0001193125-23-118416	1359314	NORTHWESTERN MUTUAL VARIABLE LIFE ACCOUNT II	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		414-271-1444	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:44:00.0	d456250d485bpos_htm.xml	1	
0001193125-23-118423	1359314	NORTHWESTERN MUTUAL VARIABLE LIFE ACCOUNT II	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		414-271-1444	US	WI	MILWAUKEE	53202	720 EAST WISCONSIN AVENUE		US	WI	390509570			1231			485BPOS	20230426	2023-04-26 15:46:00.0	d432185d485bpos_htm.xml	1	
0001193125-23-118452	817132	RIVERSOURCE OF NEW YORK ACCOUNT 8	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	US	MN	000000000	IDS LIFE OF NEW YORK ACCOUNT 8	19920703	1231			485BPOS	20230426	2023-04-26 15:54:00.0	d534297d485bpos_htm.xml	1	
0001193125-23-118470	768836	RIVERSOURCE VARIABLE LIFE SEPARATE ACCOUNT	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	6126784177	US	MN	MINNEAPOLIS	55474	50605 AMERIPRISE FINANCIAL CENTER	H27/5229	US	MN	000000000	IDS LIFE VARIABLE LIFE SEPARATE ACCOUNT	19920703	1231			485BPOS	20230426	2023-04-26 15:59:00.0	d540533d485bpos_htm.xml	1	
0001193125-23-118585	1398078	BLACKROCK FUNDS II	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	000000000	BLACKROCK FIXED INCOME TRUST	20070501	0930	20230428	20230428	485BPOS	20230426	2023-04-26 16:31:00.0	d445171d485bpos_htm.xml	1	
0001193125-23-118615	1107414	STATE STREET INSTITUTIONAL INVESTMENT TRUST	US	MA	BOSTON	02111	STATE STREET FINANCIAL CENTER	ONE LINCOLN STREET	6176623239	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	046910804			1231	20230430	20230430	485BPOS	20230426	2023-04-26 16:39:00.0	d466251d485bpos_htm.xml	1	
0001193125-23-118645	897111	CARILLON SERIES TRUST	US	FL	ST PETERSBURG	33716	880 CARILLON PARKWAY		727-567-8143	US	FL	ST. PETERSBURG	33716	880 CARILLON PARKWAY		US	MA	000000000	EAGLE SERIES TRUST	20081110	1031	20230501	20230501	485BPOS	20230426	2023-04-26 16:41:00.0	d448326d485bpos_htm.xml	1	
0001193125-23-118649	1027263	EQ ADVISORS TRUST	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		212-554-1234	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		US	DE	000000000	787 TRUST	19961125	1231	20230501	20230501	485BPOS	20230426	2023-04-26 16:50:00.0	d453298d485bpos_htm.xml	1	
0001193125-23-118670	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-1465	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20230430	20230430	485BPOS	20230426	2023-04-26 16:51:00.0	d477844d485bpos_htm.xml	1	
0001193125-23-118677	1160168	EQ PREMIER VIP TRUST	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		212-554-1234	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		US	DE	000000000	AXA PREMIER VIP TRUST	20010926	1231	20230501	20230501	485BPOS	20230426	2023-04-26 16:54:00.0	d479428d485bpos_htm.xml	1	
0001193125-23-118707	821484	ELFUN DIVERSIFIED FUND	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-2373	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	CT	061205245			1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:03:00.0	d399452d485bpos_htm.xml	1	
0001193125-23-118725	855630	ELFUN GOVERNMENT MONEY MARKET FUND	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-4096	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	CT	061284913	ELFUN MONEY MARKET FUND	19920703	1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:07:00.0	d398237d485bpos_htm.xml	1	
0001193125-23-118739	746687	STATE STREET VARIABLE INSURANCE SERIES FUNDS INC	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-708-2726	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	VA	541278621	GE INVESTMENTS FUNDS INC	20110921	1231	20230501	20230501	485BPOS	20230426	2023-04-26 17:10:00.0	d445900d485bpos_htm.xml	1	
0001193125-23-118749	717854	ELFUN INCOME FUND	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-2373	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	CT	061092666			1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:11:00.0	d402747d485bpos_htm.xml	1	
0001193125-23-118751	817656	ELFUN INTERNATIONAL EQUITY FUND	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-2373	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	CT	061205244	ELFUN GLOBAL FUND	19920703	1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:11:00.0	d349604d485bpos_htm.xml	1	
0001193125-23-118760	215740	ELFUN TAX EXEMPT INCOME FUND	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-2373	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	CT	066210148			1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:12:00.0	d453666d485bpos_htm.xml	1	
0001193125-23-118768	32339	ELFUN TRUSTS	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-326-2373	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	NY	136057455			1231	20230430	20230430	485BPOS	20230426	2023-04-26 17:16:00.0	d484632d485bpos_htm.xml	1	
0001193125-23-119187	1910169	PIA VARIABLE LIFE ACCOUNT I	US	PA	HORSHAM	19044	600 DRESHER ROAD		2159568000	US	PA	HORSHAM	19044	600 DRESHER ROAD		US	DE	000000000			1231			485BPOS	20230427	2023-04-26 20:26:00.0	d410228d485bpos_htm.xml	1	
0001193125-23-119776	1070231	VARIABLE ANNUITY ACCOUNT SEVEN	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	860198983			0430			485BPOS	20230427	2023-04-27 06:16:00.0	d406553d485bpos_htm.xml	1	
0001193125-23-119802	931344	FS VARIABLE SEPARATE ACCOUNT	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	2125515440	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	US	NY	000000000			1231			485BPOS	20230427	2023-04-27 06:19:00.0	d435329d485bpos_htm.xml	1	
0001193125-23-119809	931344	FS VARIABLE SEPARATE ACCOUNT	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	2125515440	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	US	NY	000000000			1231			485BPOS	20230427	2023-04-27 06:20:00.0	d440312d485bpos_htm.xml	1	
0001193125-23-119824	931344	FS VARIABLE SEPARATE ACCOUNT	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	2125515440	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	US	NY	000000000			1231			485BPOS	20230427	2023-04-27 06:21:00.0	d451086d485bpos_htm.xml	1	
0001193125-23-119833	931344	FS VARIABLE SEPARATE ACCOUNT	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	2125515440	US	NY	NEW YORK	10281	ONE WORLD FINANCIAL CENTER	28 LIBERTY STREET FLOOR 45	US	NY	000000000			1231			485BPOS	20230427	2023-04-27 06:23:00.0	d489118d485bpos_htm.xml	1	
0001193125-23-119841	1851337	VARIABLE ANNUITY ACCOUNT TEN	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		3107726000	US	TX	HOUSTON	77019	2727-A ALLEN PARKWAY		US	TX	000000000			1231			485BPOS	20230427	2023-04-27 06:24:00.0	d440738d485bpos_htm.xml	1	
0001193125-23-120027	1301708	ALLIANZ VARIABLE INSURANCE PRODUCTS FUND OF FUNDS TRUST	US	MN	MINNEAPOLIS	55416	5701 GOLDEN HILLS DRIVE		763-765-6551	US	MN	MINNEAPOLIS	55416	5701 GOLDEN HILLS DRIVE		US	DE	411366075	USALLIANZ VARIABLE INSURANCE PRODUCTS FUND OF FUNDS TRUST	20040827	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:18:00.0	d493412d485bpos_htm.xml	1	
0001193125-23-120029	1091439	ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST	US	MN	MINNEAPOLIS	55416-1297	5701 GOLDEN HILLS DRIVE		763-765-6551	US	MN	MINNEAPOLIS	55416-1297	5701 GOLDEN HILLS DRIVE		US	DE	000000000	USALLIANZ VARIABLE INSURANCE PRODUCTS TRUST	19990721	1231	20230501	20230501	485BPOS	20230427	2023-04-27 07:19:00.0	d498083d485bpos_htm.xml	1	
0001193125-23-120245	773757	COLUMBIA FUNDS SERIES TRUST I	US	MA	BOSTON	02210	290 CONGRESS STREET		800-345-6611	US	MA	BOSTON	02210	290 CONGRESS STREET		US	MA	363376651	COLUMBIA FUNDS TRUST IX	20031107	0630	20230427	20230427	485BPOS	20230427	2023-04-27 08:38:00.0	d363566d485bpos_htm.xml	1	
0001193125-23-120337	5007	AMERICAN FIDELITY SEPARATE ACCOUNT A	US	OK	OKLAHOMA CITY	73125	9000 CAMERON PARKWAY	P.O. BOX 25523	405-523-2000	US	OK	OKLAHOMA CITY	73125	9000 CAMERON PARKWAY	P.O. BOX 25523			736128720	AMERICAN FIDELITY VARIABLE ANNUITY FUND A	19920703	1231			485BPOS	20230427	2023-04-27 09:04:00.0	d464253d485bpos_htm.xml	1	
0001193125-23-120345	1029446	AMERICAN FIDELITY SEPARATE ACCOUNT B	US	OK	OKLAHOMA CITY	73125-0523	9000 CAMERON PARKWAY	PO BOX 25523	4055232000	US	OK	OKLAHOMA	73125-0523	9000 CAMERON PARKWAY	PO BOX 25523	US	OK	730714500			1231			485BPOS	20230427	2023-04-27 09:07:00.0	d464319d485bpos_htm.xml	1	
0001193125-23-120348	1220781	AMERICAN FIDELITY SEPARATE ACCOUNT C	US	OK	OKLAHOMA CITY	73125	PO BOX 25523	9000 CAMERON PARKWAY	4055232000	US	OK	OKLAHOMA CITY	73114	9000 CAMERON PARKWAY				731554180						485BPOS	20230427	2023-04-27 09:08:00.0	d500243d485bpos_htm.xml	1	
0001193125-23-120438	768609	VARIABLE ANNUITY ACCOUNT	US	MN	ST PAUL	55101-2098	400 ROBERT ST NORTH		6122234306	US	MN	ST PAUL	55101-2098	400 ROBERT STREET NORTH		US	MN	410417830	MINNESOTA MUTUAL VARIABLE ANNUITY ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 09:29:00.0	d457607d485bpos_htm.xml	1	
0001193125-23-120544	1405415	MINNESOTA LIFE INDIVIDUAL VARIABLE UNIVERSAL LIFE ACCOUNT	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		651-665-3500	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		US	MN	410417830			1231			485BPOS	20230427	2023-04-27 09:53:00.0	d436758d485bpos_htm.xml	1	
0001193125-23-120617	822632	WILLIAM BLAIR FUNDS	US	IL	CHICAGO	60606	150 NORTH RIVERSIDE PLAZA		3123648000	US	IL	CHICAGO	60606	150 NORTH RIVERSIDE PLAZA				000000000	WILLIAM BLAIR MUTUAL FUNDS INC	19960112	1231	20220501	20230426	497	20230427	2023-04-27 10:05:00.0	d504854d497_htm.xml	1	
0001193125-23-120720	768609	VARIABLE ANNUITY ACCOUNT	US	MN	ST PAUL	55101-2098	400 ROBERT ST NORTH		6122234306	US	MN	ST PAUL	55101-2098	400 ROBERT STREET NORTH		US	MN	410417830	MINNESOTA MUTUAL VARIABLE ANNUITY ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 10:19:00.0	d414427d485bpos_htm.xml	1	
0001193125-23-120807	768609	VARIABLE ANNUITY ACCOUNT	US	MN	ST PAUL	55101-2098	400 ROBERT ST NORTH		6122234306	US	MN	ST PAUL	55101-2098	400 ROBERT STREET NORTH		US	MN	410417830	MINNESOTA MUTUAL VARIABLE ANNUITY ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 10:36:00.0	d425340d485bpos_htm.xml	1	
0001193125-23-120817	1405415	MINNESOTA LIFE INDIVIDUAL VARIABLE UNIVERSAL LIFE ACCOUNT	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		651-665-3500	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		US	MN	410417830			1231			485BPOS	20230427	2023-04-27 10:37:00.0	d453920d485bpos_htm.xml	1	
0001193125-23-120895	1405415	MINNESOTA LIFE INDIVIDUAL VARIABLE UNIVERSAL LIFE ACCOUNT	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		651-665-3500	US	MN	ST. PAUL	55068	400 ROBERT STREET NORTH		US	MN	410417830			1231			485BPOS	20230427	2023-04-27 10:58:00.0	d451318d485bpos_htm.xml	1	
0001193125-23-121021	768609	VARIABLE ANNUITY ACCOUNT	US	MN	ST PAUL	55101-2098	400 ROBERT ST NORTH		6122234306	US	MN	ST PAUL	55101-2098	400 ROBERT STREET NORTH		US	MN	410417830	MINNESOTA MUTUAL VARIABLE ANNUITY ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 11:35:00.0	d410068d485bpos_htm.xml	1	
0001193125-23-121164	1882879	GOLDMAN SACHS ETF TRUST II	US	NY	NEW YORK	10282	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282	200 WEST STREET		US	DE	000000000			0831	20230427	20230427	485BPOS	20230427	2023-04-27 11:57:00.0	d382282d485bpos_htm.xml	1	
0001193125-23-121264	354912	VARIABLE ANNUITY LIFE INSURANCE CO SEPARATE ACCOUNT A	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206	7135221111	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206			000000000			1231			485BPOS	20230427	2023-04-27 12:20:00.0	d487568d485bpos_htm.xml	1	
0001193125-23-121282	354912	VARIABLE ANNUITY LIFE INSURANCE CO SEPARATE ACCOUNT A	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206	7135221111	US	TX	HOUSTON	77019	2929 ALLEN PKWY	P O BOX 3206			000000000			1231			485BPOS	20230427	2023-04-27 12:24:00.0	d478167d485bpos_htm.xml	1	
