adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001193125-23-125730	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-125730	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-125730	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-125730	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-125730	1	7	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-125730	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-125783	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-125783	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-125783	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-125783	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-125783	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-125783	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-125783	1	7	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-125800	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-125800	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-125800	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-125800	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-125800	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-125800	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-125836	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-125836	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-125836	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-125836	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-125836	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-125836	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-125950	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-125950	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-125950	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-125950	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-125950	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-125950	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-125950	1	7	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126016	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126016	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126016	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126016	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126016	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126031	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126031	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126031	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126031	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126031	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126038	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126038	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126038	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126038	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126038	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126038	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-126038	1	7	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126038	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126072	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126072	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126072	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126072	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126072	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126255	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126255	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126255	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126255	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126255	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126255	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-126255	1	7	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-126255	1	8	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126255	1	9	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126258	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126258	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126258	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126258	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126258	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126258	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126261	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126261	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126261	1	3	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126261	1	4	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126261	1	5	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-126261	1	6	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-126261	1	7	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126261	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126273	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126273	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126273	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126273	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126273	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126285	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126285	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126285	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126285	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126285	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126311	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126311	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126311	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126311	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126311	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126343	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126343	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126343	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126343	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126343	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126556	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126556	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126556	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126556	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126556	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126556	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126560	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126560	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126560	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126560	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126560	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126566	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126566	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126566	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126566	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126566	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126600	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126600	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126600	1	3	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126600	1	4	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126600	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126600	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126777	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126777	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126777	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126777	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126777	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126951	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126951	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126951	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126951	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126951	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126951	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-126951	1	7	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-126951	1	8	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126951	1	9	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-126968	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126968	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126968	1	3	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126969	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-126969	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-126969	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-126969	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-126969	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-126969	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-126969	1	7	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-126969	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127002	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127002	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127002	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127002	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127002	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127002	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-127002	1	7	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-127002	1	8	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-127002	1	9	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127069	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127069	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127069	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127069	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127069	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127069	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-127069	1	7	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-127069	1	8	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-127069	1	9	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127077	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127077	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127077	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127077	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127077	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127080	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127080	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127080	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127080	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127080	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-127080	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127101	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127101	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127101	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127101	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127101	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127156	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127156	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127156	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127156	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127250	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127250	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127250	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127250	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127250	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127254	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127254	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127254	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127254	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127254	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127376	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127376	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127376	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127376	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127376	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127376	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127406	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127406	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127406	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127406	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127406	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127406	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-127406	1	7	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127415	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127415	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127415	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127415	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127415	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127415	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-127415	1	7	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-127415	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127436	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127436	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127436	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-127436	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-127436	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-127436	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-127436	1	7	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-127520	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-127520	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-127520	1	3	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-128979	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-128979	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-128979	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-128979	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-128979	1	5	1	OtherExpensesOverAssets	rr/2021	Component1OtherExpensesOverAssets	rr/2021
0001193125-23-128979	1	6	1	OtherExpensesOverAssets	rr/2021	Component2OtherExpensesOverAssets	rr/2021
0001193125-23-128979	1	7	1	OtherExpensesOverAssets	rr/2021	Component3OtherExpensesOverAssets	rr/2021
0001193125-23-128979	1	8	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-130667	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-130667	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-130667	1	3	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-130667	1	4	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-132067	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-132067	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-132067	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-132067	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-132067	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001193125-23-132067	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-132665	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-132665	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-132665	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-132665	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-132665	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001193125-23-132700	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-132700	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001193125-23-132700	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001193125-23-132700	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001193125-23-133905	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001193125-23-133905	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
