tag	version	custom	abstract	datatype	iord	tlabel	doc
HighestQuarterlyReturnLabel	rr/2021	0	0	string	D	Highest Quarterly Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
AverageAnnualReturnSinceInception1	0001580642-23-002255	1	0	pure	D	Since Inception [Default Label]	
InvestmentOptionExpensesPerformanceN3TableTextBlock	vip/2023	0	0	textBlock	D	Investment Option Expenses and Performance (N-3) [Table Text Block]	
SupplementClosingTextBlock	0001137360-23-000413	1	0	textBlock	D	Supplement Closing [Text Block]	Supplement Closing [Text Block]
InvestmentStrategiesN3TextBlock	vip/2022q2	0	0	textBlock	D	Investment Strategies (N-3) [Text Block]	
IndexNoDeductionForFeesExpensesTaxesTwo	0001683863-23-003712	1	0	string	D	Index No Deduction For Fees Expenses Taxes Two [Text]	Index No Deduction For Fees Expenses Taxes Two [Text]
CurrentExpensesExcludingOptionalBenefitExpensesN3percent	vip/2023	0	0	percent	D	Current Expenses Excluding Optional Benefit Expenses (N-3) [percent]	
StandardBenefitExpenseOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Standard Benefit Expense (of Other Amount), Current [Percent]	
WireFee	0001398344-23-008243	1	0	NonNegativeMonetaryT	D	Wire fee	
AdministrativeServicesPlanFees	0001580642-23-002338	1	0	NonNegativePure4Type	D	Administration Services Plan Fees	
PortfolioCompanySubadviserTextBlock	vip/2022q2	0	0	textBlock	D	Portfolio Company Subadviser [Text Block]	
OtherAnnualExpenseFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Other Annual Expense, Footnotes [Text Block]	
FeeWaiverOrReimbursementOverAssetsDateOfTermination	rr/2022	0	0	string	D	Fee Waiver or Reimbursement over Assets, Date of Termination	This element represents the date of expected termination of any expense reimbursement or fee waiver arrangements that reduce any Fund operating expenses (SEC Form N-1A 2006-09-14 A.3.table.1.11 Total Annual Fund Operating Expenses A.3.instructions.3.e).
ShareholderFeesTableTextBlock	rr/2022	0	0	textBlock	D	Shareholder Fees [Table]	Contains a command for the SEC Viewer for the role corresponding to ShareholderFeesData.
PerformanceTableTextBlock	rr/2022	0	0	textBlock	D	Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to PerformanceTableData.
KeyFeesExpensesTextBlock	vip/2023	0	0	textBlock	D	Fees and Expenses [Text Block]	
AnnualMaintenanceFeeRepresentativeInvestorTextBlock	vip/2022q2	0	0	textBlock	D	Annual Maintenance Fee, Representative Investor [Text Block]	
SurrenderChargeOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Surrender Charge (of Other Amount) Maximum [Percent]	
SalesLoadOfPurchasePaymentsCurrentPercent	vip/2022q2	0	0	percent	D	Sales Load (of Purchase Payments), Current [Percent]	
TransferFeeOfOtherAmountMinimumPercent	vip/2022q2	0	0	percent	D	Transfer Fee (of Other Amount), Minimum [Percent]	
AnnualReturn2017	vip/2022q2	0	0	percent	D	Annual Return, 2017 [Percent]	
RiskHeading	rr/2023	0	0	string	D	Risk [Heading]	Narrative Risk Disclosure.
AdditionalInformationStandardDeathBenefitsNoteN6TextBlock	vip/2022q2	0	0	textBlock	D	Additional Information about Standard Death Benefits, Note (N-6) [Text Block]	
ExpenseExampleClosingTextBlock	rr/2021	0	0	textBlock	D	Expense Example Closing [Text Block]	The Example does not reflect sales charges (loads) on reinvested dividends [and other distributions]. If these sales charges (loads) were included, your costs would be higher.
SurrenderExpense3YearsMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Surrender Expense, 3 Years, Minimum [Dollars]	
OptionalBenefitsMinimumPercent	vip/2023	0	0	percent	D	Optional Benefits Minimum [Percent]	
DistributionOrSimilarNon12b1FeesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Distribution or Similar (Non 12b-1) Fees	"Distribution [and/or Service] (12b-1) Fees"" include all distribution or other expenses incurred during the most recent fiscal year under a plan adopted pursuant to rule 12b-1 [17 CFR 270.12b-1]. Under an appropriate caption or a subcaption of ""Other Expenses,"" disclose the amount of any distribution or similar expenses deducted from the Fund's assets other than pursuant to a rule 12b-1 plan."
RiskNondiversifiedStatus	rr/2022	0	0	string	D	Risk Nondiversified Status [Text]	If applicable, state that the Fund is non-diversified, describe the effect of non-diversification (e.g., disclose that, compared with other funds, the Fund may invest a greater percentage of its assets in a particular issuer), and summarize the risks of investing in a non-diversified fund.
OptionalBenefitFlag	vip/2023	0	0	boolean	D	Optional Benefit [Flag]	
PlatformChargePercent	vip/2023	0	0	percent	D	Platform Charge [Percent]	
AnnualReturn2021	vip/2022q2	0	0	percent	D	Annual Return, 2021 [Percent]	
ExpenseExampleNoRedemptionByYearCaption	rr/2023	0	0	string	D	Expense Example, No Redemption, By Year, Caption [Text]	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
SupplementToProspectusTextBlock	rr/2021	0	0	textBlock	D	Supplement to Prospectus [Text Block]	This element contains the text of a prospectus supplement (submission type 497) not already contained in an element containing amended text or other data from a previous submission.
TradingSymbol	dei/2022	0	0	tradingSymbol	D	Trading Symbol	Trading symbol of an instrument as listed on an exchange.
AnnualReturn2015	rr/2021	0	0	pure	D	Annual Return 2015	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
BaseContractExpenseOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Base Contract Expense (of Other Amount), Current [Percent]	
CurrentExpensesPlatformChargePercent	vip/2023	0	0	percent	D	Current Expenses + Platform Charge [Percent]	
ExchangeFeeOfAmountExchangedMaximumPercent	vip/2022q2	0	0	percent	D	Exchange Fee (of Amount Exchanged), Maximum [Percent]	
OperatingExpensesCaption	rr/2023	0	0	string	D	Operating Expenses Caption [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
SomeInvestmentsNotAvailableForAllBenefitsN3TextBlock	vip/2023	0	0	textBlock	D	Some Investments Not Available for all Benefits (N-3) [Text Block]	
IndexNoDeductionForFeesExpensesTaxesTwo	0001683863-23-003733	1	0	string	D	Index No Deduction For Fees Expenses Taxes Two [Text]	Index No Deduction For Fees Expenses Taxes Two [Text]
ExchangeFeeOfOtherAmountMinimumPercent	vip/2022q2	0	0	percent	D	Exchange Fee (of Other Amount), Minimum [Percent]	
OvernightCheckDeliveryFee	0000894189-23-003327	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	Overnight check delivery fee.
NoSurrenderExpense1YearMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	No Surrender Expense, 1 Year, Maximum [Dollars]	
TransactionExpensesTableTextBlock	vip/2022q2	0	0	textBlock	D	Transaction Expenses [Table Text Block]	
MoneyMarketSevenDayYieldPhone	rr/2023	0	0	string	D	Money Market Seven Day Yield Phone	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
BarChartReasonSelectedClassDifferentFromImmediatelyPrecedingPeriod	rr/2022	0	0	string	D	Bar Chart, Reason Selected Class Different from Immediately Preceding Period [Text]	If the Fund provides annual total returns in the bar chart for a Class that is different from the Class selected for the most immediately preceding period, explain in a footnote to the bar chart the reasons for the selection of a different Class.
HighestQuarterlyReturnDate	vip/2023	0	0	date	D	Highest Quarterly Return [Date]	
OtherAnnualExpenseOfFaceAmountMaximumPercent	vip/2022q2	0	0	percent	D	Other Annual Expense (of Face Amount), Maximum [Percent]	
ShareholderFeesCaption	rr/2023	0	0	string	D	Shareholder Fees Caption [Text]	Shareholder Fees (fees paid directly from your investment).
MortalityAndExpenseRiskFeesDescriptionTextBlock	vip/2023	0	0	textBlock	D	Mortality and Expense Risk Fees, Description [Text Block]	
OtherTransactionFeeWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Other Transaction Fee, When Deducted [Text Block]	
SurrenderChargeExampleMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Surrender Charge Example Maximum [Dollars]	
AnnualReturn2016	rr/2021	0	0	pure	D	Annual Return 2016	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
TransferFeeMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Transfer Fee, Minimum [Dollars]	
FeeWaiverReimbursementOrRecoupment	0000894189-23-003225	1	0	pure	D	Fee Waiver/Reimbursement or Recoupment	Fee Waiver/Reimbursement or Recoupment
ExpenseHeading	rr/2023	0	0	string	D	Expense [Heading]	"Risk/Return Summary Fee Table Includes the following information, in plain English under rule 421(d) under the Securities Act, after Item 2 Fees and expenses of the Fund This table describes the fees and expenses that you may pay if you buy and hold shared of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $[_____] in [name of fund family] funds. Shareholder Fees (fees paid directly from your investment) Example This Example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower, based on these assumptions your costs would be You would pay the following expenses if you did not redeem your shares The Example does not reflect sales charges (loads) on reinvested dividends [and other distributions]. If these sales charges (loads) were included, your costs would be higher. Portfolio Turnover The Fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover may indicate higher transaction costs. These costs, which are not reflected in annual fund operating expenses or in the example, affect the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was __% of the average value of its whole portfolio. Instructions. A.3.instructions.6 New Funds. For purposes of this Item, a ""New Fund"" is a Fund that does not include in Form N-1A financial statements reporting operating results or that includes financial statements for the Fund's initial fiscal year reporting operating results for a period of 6 months or less. The following Instructions app"
StrategyNarrativeTextBlock	rr/2023	0	0	textBlock	D	Strategy Narrative [Text Block]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
StrategyPortfolioConcentration	rr/2021	0	0	string	D	Strategy Portfolio Concentration [Text]	Principal investment strategies of the Fund. Summarize how the Fund intends to achieve its investment objectives by identifying the Fund's principal investment strategies (including the type or types of securities in which the Fund invests or will invest principally) and any policy to concentrate in securities of issuers in a particular industry or group of industries.
AnnualMaintenanceFeeFootnotesTextBlock	vip/2023	0	0	textBlock	D	Annual Maintenance Fee, Footnotes [Text Block]	
AnnuitizedExpense3YearsMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Annuitized Expense, 3 Years, Minimum [Dollars]	
AnnuitizedExpense5YearsMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Annuitized Expense, 5 Years, Minimum [Dollars]	
DocumentEffectiveDate	dei/2021	0	0	date	D	Document Effective Date	The date when a document, upon receipt and acceptance, becomes officially effective, in YYYY-MM-DD format. Usually it is a system-assigned date time value, but it may be declared by the submitter in some cases.
RiskNotInsuredDepositoryInstitution	rr/2021	0	0	string	D	Risk Not Insured Depository Institution [Text]	"If the Fund is advised by or sold through an insured depository institution, state that ""An investment in the Fund is not a deposit of the bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency."
ExpenseExampleWithRedemptionTableTextBlock	rr/2022	0	0	textBlock	D	Expense Example, With Redemption [Table]	Contains a command for the SEC Viewer for the role corresponding to ExpenseExample.
OptionalBenefitChargeRepresentativeInvestorTextBlock	vip/2023	0	0	textBlock	D	Optional Benefit Charge, Representative [Text Block]	
OtherAnnualExpenseOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Other Annual Expense (of Other Amount), Maximum [Percent]	
ObjectivePrimaryTextBlock	rr/2022	0	0	textBlock	D	Objective, Primary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
AmendmentFlag	dei/2021	0	0	boolean	D	Amendment Flag	Boolean flag that is true when the XBRL content amends previously-filed or accepted submission.
DeferredSalesChargeDescriptionTextBlock	vip/2023	0	0	textBlock	D	Deferred Sales Charge, Description [Text Block]	
ExpenseRiskFeesMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Expense Risk Fees, Minimum [Dollars]	
GuaranteedMinimumWithdrawalTextBlock	vip/2022q2	0	0	textBlock	D	Guaranteed Minimum Withdrawal [Text Block]	
AdministrativeExpenseFootnotesTextBlock	vip/2023	0	0	textBlock	D	Administrative Expense, Footnotes [Text Block]	
MortalityRiskFeesCurrentDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Mortality Risk Fees, Current [Dollars]	
BaseContractOfOtherAmountN4MaximumPercent	vip/2023	0	0	percent	D	Base Contract (of Other Amount) (N-4) Maximum [Percent]	
PerformanceTableOneClassOfAfterTaxShown	rr/2023	0	0	string	D	Performance Table One Class of after Tax Shown [Text]	Provide a brief explanation that if the Fund is a Multiple Class Fund that offers more than one Class in the prospectus, after-tax returns are shown for only one Class and after-tax returns for other Classes will vary.
ExpenseBreakpointDiscounts	rr/2021	0	0	string	D	Expense Breakpoint Discounts [Text]	Include the narrative explanations in the order indicated. A Fund may modify the narrative explanations if the explanation contains comparable information to that shown. The narrative explanation regarding sales charge discounts is only required by a Fund that offers such discounts and should specify the minimum level of investment required to qualify for a discount.
AnnualReturn2019	rr/2023	0	0	pure	D	Annual Return 2019	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
PerformanceTableUsesHighestFederalRate	rr/2023	0	0	string	D	Performance Table Uses Highest Federal Rate	Provide a brief explanation that after-tax returns are calculated using the historical highest individual federal marginal income tax rates and do not reflect the impact of state and local taxes.
PortfolioTurnoverTextBlock	rr/2021	0	0	textBlock	D	Portfolio Turnover [Text Block]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
MaximumDeferredSalesChargeOverOfferingPrice	rr/2022	0	0	NonNegativePure4Type	D	Maximum Deferred Sales Charge (as a percentage of Offering Price)	"Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i ""Maximum Deferred Sales Charge (Load)"" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read ""Maximum Sales Charge (Load)"" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below."
AverageAnnualTotalReturns5YearsPercent	vip/2023	0	0	percent	D	Average Annual Total Returns, 5 Years [Percent]	
TransactionFeeOnReinvestedDividends	0001683863-23-004050	1	0	NonNegativeMonetaryT	D	Transaction Fee on Reinvested Dividends	Transaction Fee on Reinvested Dividends
InvestmentOptionAdviserN3TextBlock	vip/2023	0	0	textBlock	D	Investment Option Adviser [Text Block]	
BaseContractExpenseOfAverageAccountValueCurrentPercent	vip/2022q2	0	0	percent	D	Base Contract Expense (of Average Account Value), Current [Percent]	
NoSurrenderExpense5YearsMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	No Surrender Expense, 5 Years, Maximum [Dollars]	
ThirtyDayYield	rr/2022	0	0	pure	D	Thirty Day Yield	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
BarChartLowestQuarterlyReturn	rr/2022	0	0	pure	D	Lowest Quarterly Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
DocumentPeriodEndDate	dei/2022	0	0	date	D	Document Period End Date	For the EDGAR submission types of Form 8-K: the date of the report, the date of the earliest event reported; for the EDGAR submission types of Form N-1A: the filing date; for all other submission types: the end of the reporting or transition period. The format of the date is YYYY-MM-DD.
TransactionChargesTextBlock	vip/2022q2	0	0	textBlock	D	Transaction Charges [Text Block]	
BarChartAndPerformanceTableHeading	rr/2023	0	0	string	D	Bar Chart and Performance Table [Heading]	Risk/Return Bar Chart and Table.
AverageAnnualReturnInceptionDate	rr/2022	0	0	date	D	Inception Date	Return Before Taxes.
AnnualReturnBarChartN3TableTextBlock	vip/2022q2	0	0	textBlock	D	Annual Return Bar Chart (N-3) [Table Text Block]	
AverageAnnualReturnYear01	rr/2023	0	0	pure	D	1 Year	Return Before Taxes.
BarChartHighestQuarterlyReturn	rr/2021	0	0	pure	D	Highest Quarterly Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
BarChartClosingTextBlock	rr/2022	0	0	textBlock	D	Bar Chart Closing [Text Block]	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
ManagementFeesFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Management Fees, Footnotes [Text Block]	
ExpensesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Expenses (as a percentage of Assets)	"Total Annual Fund Operating Expenses. If the Fund is a Feeder Fund, reflect the aggregate expenses of the Feeder Fund and the Master Fund in a single fee table using the captions provided. In a footnote to the fee table, state that the table and Example reflect the expenses of both the Feeder and Master Funds. If the prospectus offers more than one Class of a Multiple Class Fund or more than one Feeder Fund that invests in the same Master Fund, provide a separate response for each Class or Feeder Fund. Base the percentages of ""Annual Fund Operating Expenses"" on amounts incurred during the Fund's most recent fiscal year, but include in expenses amounts that would have been incurred absent expense reimbursement or fee waiver arrangements. If the Fund has changed its fiscal year and, as a result, the most recent fiscal year is less than three months, use the fiscal year prior to the most recent fiscal year as the basis for determining ""Annual Fund Operating Expenses."
AdministrativeExpenseOfFaceAmountCurrentPercent	vip/2022q2	0	0	percent	D	Administrative Expense (of Face Amount), Current [Percent]	
OtherTransactionFeeOfOtherAmountMinimumPercent	vip/2022q2	0	0	percent	D	Other Transaction Fee (of Other Amount), Minimum [Percent]	
ObjectiveHeading	rr/2021	0	0	string	D	Objective [Heading]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
AnnualMaintenanceFeeOfPolicyValueCurrentPercent	vip/2022q2	0	0	percent	D	Annual Maintenance Fee (of Policy Value), Current [Percent]	
Component3OtherExpensesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Component3 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
ExpensesRepresentBothMasterAndFeeder	rr/2021	0	0	string	D	Expenses Represent Both Master and Feeder [Text]	If the Fund is a Feeder Fund, reflect the aggregate expenses of the Feeder Fund and the Master Fund in a single fee table using the captions provided. In a footnote to the fee table, state that the table and Example reflect the expenses of both the Feeder and Master Funds.
BenefitNotAvailablePortfolioCompanyFlag	vip/2022q2	0	0	boolean	D	Benefit Not Available for Portfolio Company [Flag]	
AverageAnnualReturnSinceInception	rr/2022	0	0	pure	D	Since Inception	Return Before Taxes.
RedemptionFeeOverRedemption	rr/2023	0	0	NonPositivePure4Type	D	Redemption Fee (as a percentage of Amount Redeemed)	"Redemption Fee"" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. ""Redemption Fee"" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption."
InvestmentOptionsOfAverageAnnualNetAssetsMinimumPercent	vip/2023	0	0	percent	D	Investment Options (of Average Annual Net Assets) Minimum [Percent]	
SurrenderChargeOfPurchasePaymentsMaximumPercent	vip/2023	0	0	percent	D	Surrender Charge (of Purchase Payments) Maximum [Percent]	
BaseContractOfPurchasePaymentsN4MinimumPercent	vip/2023	0	0	percent	D	Base Contract (of Purchase Payments) (N-4) Minimum [Percent]	
SalesLoadOfPurchasePaymentsMaximumPercent	vip/2023	0	0	percent	D	Sales Load (of Purchase Payments), Maximum [Percent]	
PortfolioTurnoverHeading	rr/2023	0	0	string	D	Portfolio Turnover [Heading]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
RiskNarrativeTextBlock	rr/2021	0	0	textBlock	D	Risk Narrative [Text Block]	Narrative Risk Disclosure. A Fund may, in responding to this Item, describe the types of investors for whom the Fund is intended or the types of investment goals that may be consistent with an investment in the Fund.
PortfolioTurnoverRate	rr/2023	0	0	pure	D	Portfolio Turnover, Rate	This element represents the rate of portfolio turnover presented as a percentage (SEC Form N-1A 2006-09-14 A.3.example.3 Portfolio Turnover A.3.instructions.5 Portfolio Turnover).
AnnualReturn2020	rr/2021	0	0	pure	D	Annual Return 2020	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
OtherAnnualExpenseMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Other Annual Expense, Maximum [Dollars]	
DeferredSalesLoadOfPurchasePaymentsCurrentPercent	vip/2023	0	0	percent	D	Deferred Sales Load (of Purchase Payments), Current [Percent]	
AnnualReturn2018	vip/2022q2	0	0	percent	D	Annual Return, 2018 [Percent]	
MaximumCumulativeSalesChargeOverOfferingPrice	rr/2021	0	0	NonNegativePure4Type	D	Maximum Cumulative Sales Charge (as a percentage of Offering Price)	Maximum Sales Charge (Load) Imposed on Purchases (as a percentage of offering price). If a sales charge (load) is imposed on shares purchased with reinvested capital gains distributions or returns of capital, include the bracketed words in the third caption.
PrincipalRisksTableTextBlock	vip/2023	0	0	textBlock	D	Item 5. Principal Risks [Table Text Block]	
OtherBenefitsAvailableN6TextBlock	vip/2023	0	0	textBlock	D	Item 11. Other Benefits Available (N-6) [Text Block]	
AdministrativeExpenseOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Administrative Expense (of Other Amount), Current [Percent]	
OptionalBenefitExpenseOfBenefitBaseCurrentPercent	vip/2023	0	0	percent	D	Optional Benefit Expense (of Benefit Base), Current [Percent]	
BarChartDoesNotReflectSalesLoads	rr/2022	0	0	string	D	Bar Chart Does Not Reflect Sales Loads [Text]	Include the bar chart and table required by Item 4 (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future. Provide annual total returns beginning with the earliest calendar year. Calculate annual returns using the Instructions to Item 8(a), except that the calculations should be based on calendar years. If a Fund's shares are sold subject to a sales load or account fees, state that sales loads or account fees are not reflected in the bar chart and that, if these amounts were reflected, returns would be less than those shown.
AnnualReturn2014	rr/2023	0	0	pure	D	Annual Return 2014	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExchangeFeeMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Exchange Fee, Maximum [Dollars]	
WireFee	0000894189-23-003569	1	0	NonNegativeMonetaryT	D	Wire fee	Wire fee.
